,Restaurant Name,City,Address,Locality,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Country
7053,Twisted Tacos,New Delhi,"Ground Floor, C 7/1, SDA Market, SDA, New Delhi",SDA,Mexican,850,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,69,India
7054,Typsy Crow,New Delhi,"C 8, 2nd Floor, SDA, New Delhi",SDA,"North Indian, Continental",1000,Indian Rupees(Rs.),No,No,No,No,3,2.9,Orange,Average,15,India
7055,Urban Dhaba,New Delhi,"C-6, Opposite IIT Main Gate, SDA, New Delhi",SDA,"North Indian, Chinese, Mughlai",550,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average,40,India
7056,Barista,New Delhi,"C-17, SDA Market, SDA, New Delhi",SDA,Cafe,650,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,104,India
7057,Keventers,New Delhi,"C 14, Ground Floor, Community Center, SDA Market, SDA, New Delhi",SDA,Beverages,400,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,18,India
7058,Little Punjab,New Delhi,"C-6, Commercial Complex, SDA, New Delhi",SDA,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,85,India
7059,Miam,New Delhi,"C 2/33, SDA, New Delhi",SDA,"Bakery, Desserts",800,Indian Rupees(Rs.),No,No,No,No,2,3.9,Yellow,Good,47,India
7060,Maharaja Food Club,New Delhi,"Building 1E/2, Jia Sarai, Near IIT, SDA, New Delhi",SDA,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
7061,Sugar Rush,New Delhi,"C-2/54, Development Area, SDA, New Delhi",SDA,"Bakery, Mithai",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
7062,Tippy Tippy Tap,New Delhi,"Street 3, Patel Garden, Sector 15, Dwarka","Sector 15, Dwarka","Bakery, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,9,India
7063,Alaturka,New Delhi,"G-64, Ground Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",Turkish,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,202,India
7064,Chicago Pizza,New Delhi,"G/21-A, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",Pizza,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,271,India
7065,Fast Trax,New Delhi,"Ground Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,203,India
7066,Khan Chacha,New Delhi,"G-3, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",Mughlai,650,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,504,India
7067,Pa Pa Ya,New Delhi,"Dome, Level 4, Select Citywalk, A-3, District Centre, Saket, New Delhi","Select Citywalk Mall, Saket","Asian, Chinese, Thai, Japanese",2000,Indian Rupees(Rs.),No,No,No,No,4,4.7,Dark Green,Excellent,268,India
7068,Barista,New Delhi,"F-62, 1st Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",Cafe,650,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,99,India
7069,Bings Cafe,New Delhi,"2nd Floor, Select City Walk Mall, Saket, New Delhi","Select Citywalk Mall, Saket","Korean, Beverages, Desserts",650,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.9,Yellow,Good,179,India
7070,Fat Lulu's,New Delhi,"Unit 6, The Square, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket","Pizza, Italian",1250,Indian Rupees(Rs.),No,Yes,No,No,3,3.8,Yellow,Good,298,India
7071,Harry's Bar + Cafe,New Delhi,"S-4, 2nd Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket","Mediterranean, American, Asian",1600,Indian Rupees(Rs.),Yes,No,No,No,3,3.6,Yellow,Good,392,India
7072,Joy Luck Moon,New Delhi,"S-10, 2nd Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",Chinese,1800,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.5,Yellow,Good,385,India
7073,Keventers,New Delhi,"Ground Floor, High Street, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",Beverages,400,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good,383,India
7074,L'Opera,New Delhi,"G-47, Ground Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket","Bakery, Desserts, Fast Food",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,157,India
7075,Pita Pit,New Delhi,"2nd Floor, My Square Food Court, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket","Healthy Food, Salad",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,217,India
7076,Saravana Bhavan,New Delhi,"Food Court, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",South Indian,500,Indian Rupees(Rs.),No,No,No,No,2,3.9,Yellow,Good,197,India
7077,Starbucks,New Delhi,"Ground Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",Cafe,700,Indian Rupees(Rs.),No,No,No,No,2,3.9,Yellow,Good,725,India
7078,The Coffee Bean & Tea Leaf,New Delhi,"1st Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",Cafe,700,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good,417,India
7079,The Coffee Bean & Tea Leaf,New Delhi,"2nd Floor, Food Court, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",Cafe,700,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,127,India
7080,Habibi Express,New Delhi,"My Square Food Court, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket","Lebanese, Arabian, Moroccan",900,Indian Rupees(Rs.),No,Yes,No,No,2,2.2,Red,Poor,122,India
7081,Andrea's Eatery,New Delhi,"Shop 48A-51, First Floor, District Centre, Saket, New Delhi","Select Citywalk Mall, Saket","Italian, Mexican, Spanish, Thai, Vietnamese, Indonesian, American",2000,Indian Rupees(Rs.),Yes,No,No,No,4,4.3,Green,Very Good,130,India
7082,Drool Waffles,New Delhi,"2nd Floor, My Square Food Court, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",Desserts,500,Indian Rupees(Rs.),No,No,No,No,2,4.2,Green,Very Good,228,India
7083,Elma's at Good Earth,New Delhi,"3rd Floor, Select Citywalk Mall, Inside Good Earth Store, Saket, New Delhi","Select Citywalk Mall, Saket","Cafe, Continental, Italian",1500,Indian Rupees(Rs.),Yes,No,No,No,3,4.0,Green,Very Good,61,India
7084,Hí_agen-Dazs,New Delhi,"E-4W, Ground Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket","Desserts, Ice Cream",700,Indian Rupees(Rs.),No,No,No,No,2,4.0,Green,Very Good,649,India
7085,Krispy Kreme,New Delhi,"1st Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket","Desserts, Beverages",350,Indian Rupees(Rs.),No,Yes,No,No,1,4.0,Green,Very Good,734,India
7086,Movenpick,New Delhi,"2nd Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket","Ice Cream, Desserts",650,Indian Rupees(Rs.),No,Yes,No,No,2,4.0,Green,Very Good,135,India
7087,Punjab Grill,New Delhi,"2nd Floor, Food Court, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket","North Indian, Mughlai",1950,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.2,Green,Very Good,1971,India
7088,Aapka Bhojanalaya,New Delhi,"136/3, Main Road, Maujpur, Shahdara, New Delhi",Shahdara,"North Indian, Fast Food, South Indian",200,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,5,India
7089,Aayana Foods,New Delhi,"115, Nehar Bazar, Maujpur, Shahdara, New Delhi",Shahdara,"North Indian, Mughlai",450,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,14,India
7090,Aggarwal Sweet India,New Delhi,"Main Nathu Colony Chowk, 100 Feet Road, Shahdara, New Delhi",Shahdara,"Mithai, Street Food",100,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4,India
7091,Amchur,New Delhi,"1/6966, Babarpur Road, Shivaji Park, Shahdara, New Delhi",Shahdara,North Indian,450,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,6,India
7092,Anand Ji de Choley Bhatoore,New Delhi,"Opposite Green Field School, Naveen, Shahdara, New Delhi",Shahdara,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,5,India
7093,Annapoorna,New Delhi,"Loni Road, Near Red Light, Shahdara, New Delhi",Shahdara,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,19,India
7094,Big Bite,New Delhi,"Z 1, Naveen, Shahdara, New Delhi",Shahdara,"North Indian, Chinese, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,22,India
7095,Ceaser Fast Food Centre,New Delhi,"C-1, Naveen, Shahdara, New Delhi",Shahdara,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,9,India
7096,Chanana Ice Cream Parlour,New Delhi,"1539, Hanuman Road, Rohtas Nagar, Shahdara, New Delhi",Shahdara,Ice Cream,100,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4,India
7097,Chaska,New Delhi,"C-37, Near Shanti Nursing Home, Naveen Shahdara, Panchsheel Garden, Shahdara, New Delhi",Shahdara,North Indian,250,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,10,India
7098,Chowranghee,New Delhi,"C-1, Main Market, Naveen Shahdara, Shahdara, New Delhi",Shahdara,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4,India
7099,Darbaar Chicken,New Delhi,"66, Main Road, Maujpur, Shahdara, New Delhi",Shahdara,"North Indian, Mughlai",550,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average,14,India
7100,Dilli Darbar,New Delhi,"C-448, Main 100 Feet Road, Chajjupur, Durgapuri, Shahdara, New Delhi",Shahdara,"North Indian, Chinese, South Indian",400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,34,India
7101,Domino's Pizza,New Delhi,"B-10, Ground Floor, Adjacent ICICI Bank, Jyoti Nagar, Shahdara, New Delhi",Shahdara,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,31,India
7102,Empire,New Delhi,"1551, Bhagat Singh Market, Babarpur Road, Shahdara, New Delhi",Shahdara,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,5,India
7103,Giani,New Delhi,"C 2/165, Behind Government School, Yamuna Vihar, Near Shahdara, Shahdara, New Delhi",Shahdara,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,8,India
7104,Goldy Da Dhaba,New Delhi,"1/9151 West Rohtash Nagar, Shahdara, New Delhi",Shahdara,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,6,India
7105,Gufa Restaurant,New Delhi,"Shop 250, Main Babarpur Chowk, Shahdara, New Delhi",Shahdara,"Chinese, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,14,India
7106,Gulshan,New Delhi,"Near Taxi Stand, Shahdara, New Delhi",Shahdara,North Indian,600,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,25,India
7107,Hira Sweets,New Delhi,"1157/1, Main Road, Rohtash Nagar, Shahdara, New Delhi",Shahdara,Mithai,200,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,19,India
7108,Hot Shop,New Delhi,"E1, Naveen Shahdara, Shahdara, New Delhi",Shahdara,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,27,India
7109,Janta Eating House,New Delhi,"Loni Road, Shahdara, New Delhi",Shahdara,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,40,India
7110,Madras Cafe,New Delhi,"V 23, Main Hanuman Road, Naveen Shahdara, Shahdara, New Delhi",Shahdara,"South Indian, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,28,India
7111,Mitra Da Dhaba & Caterers,New Delhi,"Babarpur Road, Opposite Hera Namkeen, Shahdara, New Delhi",Shahdara,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,14,India
7112,Mr. Momo,New Delhi,"Y-18, Naveen Shahdara, Near Madonna Salon, Shahdara, New Delhi",Shahdara,"Fast Food, Chinese",350,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,18,India
7113,New Anand Sagar,New Delhi,"C-1/1A, Yamuna Vihar, Wazirabad Road, Shahdara, New Delhi",Shahdara,"North Indian, Chinese, Street Food",350,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,5,India
7114,New Tayal's Restaurant,New Delhi,"1/7184, Shivaji Park, Shahdara, New Delhi",Shahdara,"Chinese, South Indian",300,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,11,India
7115,Paramjeet Fish & Chicken Point,New Delhi,"Near Bhero Mandir, Loni Road, Shahdara, New Delhi",Shahdara,North Indian,550,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,15,India
7116,Pizza Diet,New Delhi,"C-2/166, Main Jain Mandir Road, Yamuna Vihar, Shahdara, New Delhi",Shahdara,"Pizza, Fast Food",450,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,6,India
7117,Pizza Diet,New Delhi,"C-3, North Chhajjupur, 100 Ft. Road, Near V Mart, Durgapuri Chowk, Shahdara, New Delhi",Shahdara,"Pizza, Fast Food",450,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,29,India
7118,Pizzalicious,New Delhi,"27/53, Jwala Nagar, Near St. John's Academy, Shahdara, New Delhi",Shahdara,"Pizza, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,9,India
7119,Prem Punjab,New Delhi,"Near Aggarwal Clinic, Main Babarpur Road, Rohtash Nagar, Shahdara, New Delhi",Shahdara,"North Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,11,India
7120,Priya Panchvati,New Delhi,"C-11/8, Yamuna Vihar, Shahdara, New Delhi",Shahdara,"South Indian, Fast Food, Chinese",550,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,10,India
7121,Ram Singh Chaat Bhandaar,New Delhi,"Loni Road, Jyoti Nagar East, Opposite Bank of Baroda, Shahdara, New Delhi",Shahdara,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,13,India
7122,Ramchander Bhalushahi Wale,New Delhi,"Shop 231, Chhota Bazaar, Shahdara, New Delhi",Shahdara,Mithai,150,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,11,India
7123,Shahi Food Corner,New Delhi,"24, Double Storey, Kabul Nagar, Shahdara, New Delhi",Shahdara,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,9,India
7124,Titu Chaat Corner,New Delhi,"Durgapuri Chowk, Loni Road, Shahdara, New Delhi",Shahdara,"Street Food, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,6,India
7125,Vinayak Restaurant,New Delhi,"1450, Usha Apartment, East Jyoti Nagar, Loni Road, Shahdara, New Delhi",Shahdara,"North Indian, Chinese",450,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,24,India
7126,Vrinda's Food,New Delhi,"725, Main Babarpur, Rohtash Nagar, Shahdara, New Delhi",Shahdara,"North Indian, Chinese, South Indian, Bakery",600,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,6,India
7127,Walia's Dawat Mahal,New Delhi,"1/9280, West Rohtash Nagar, Shahdara, New Delhi",Shahdara,"North Indian, Chinese",550,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,22,India
7128,Crazy Delights,New Delhi,"Street 5, Shahdara, New Delhi",Shahdara,Bakery,300,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,14,India
7129,Aapki Rasoi,New Delhi,"Main 60 Ft. Road, Vishvas Nagar, Shahdara, New Delhi",Shahdara,North Indian,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India
7130,ADM Foodi,New Delhi,"B-41, 3-1/2, Pusta, Kartar Nagar, Shahdara, New Delhi",Shahdara,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India
7131,Aggarwal Bikaner Sweets Corner,New Delhi,"255, Yamuna Vihar, Shahdara, New Delhi",Shahdara,"Mithai, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
7132,Aggarwal Petha Store and Bakers,New Delhi,"1/6695, East Rohtash Nagar, Lane 4, Shahdara, New Delhi",Shahdara,"Bakery, Mithai",100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
7133,Aggarwal Sweet Fresh,New Delhi,"Loni Road, Near Red Light, Shahdara, New Delhi",Shahdara,"Mithai, Street Food",100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
7134,Aggarwal Sweet India,New Delhi,"A1/1, West Jyoti Nagar, Bhairon Baba Market, Durgapuri Chowk, Shahdara, New Delhi",Shahdara,"Mithai, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
7135,Aggarwal Sweets,New Delhi,"A16, West Jyotmii Nagar, Shahdara, New Delhi",Shahdara,Mithai,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
7136,Al-Taj Shamim Chicken Point,New Delhi,"A -1/5, Main Loni Road, Jyoti Colony, Shahdara, New Delhi",Shahdara,Mughlai,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
7137,Apni Rasoi,New Delhi,"Nand Plaza, Jammu Mohalla, Main Road, Maujpur, Near Shahdara, New Delhi",Shahdara,"Chinese, North Indian",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India
7138,Bikaner Sweets & Bakers,New Delhi,"Shop A1/1, West Jyoti Nagar, Durgapuri Chowk, Shahdara, New Delhi",Shahdara,"Mithai, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,2,India
7139,Bikaner Sweets & Restaurant,New Delhi,"1/7228 A, Gorakh Park, Main Babarpur Road, Near Hanuman Mandir, Shahdara, New Delhi",Shahdara,"North Indian, Chinese, South Indian",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
7140,Bikaner Sweets,New Delhi,"Brahmpuri Road, Ghonda Chowk, Shahdara, New Delhi",Shahdara,"Mithai, Street Food",100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
7141,Bitoo Chat Corner,New Delhi,"A1/1, GSK Complex, Bhairon Baba Market, Shahdara, New Delhi",Shahdara,Street Food,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
7142,Chaska,New Delhi,"Durgapuri Chowk, 100 Feet Road, Shahdara, New Delhi",Shahdara,"Chinese, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
7143,Chilli Tadka Food Villa,New Delhi,"6/169, Farsh Bazar, Near Anaj Mandi Chowk, Shahdara, New Delhi",Shahdara,"North Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India
7144,China Town,New Delhi,"West Gorakh Park, Near Hanuman Mandir, Main Babarpur Road, Shahdara, New Delhi",Shahdara,"South Indian, Chinese",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India
7145,Chinese Delight,New Delhi,"C-Block, Main Road, Yamuna Vihar, Opposite Universal Brain Academy, Shahdara, New Delhi",Shahdara,Chinese,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
7146,D Food,New Delhi,"C-6/230, Yamuna Vihar, Shahdara, New Delhi",Shahdara,"Chinese, Fast Food, North Indian",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India
7147,Da Bawarchi,New Delhi,"1/7228, East Gorakh Park, Hanuman Mandir, Shahdara, New Delhi",Shahdara,"North Indian, Street Food",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India
7148,Delhi Cafe Restaurant,New Delhi,"Street 12, Near Yadav Medical Store, Wazirabad, Ghaziabad",Shahdara,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India
7149,Dosa Plaza,New Delhi,"B-165, 1st Floor, Main Market Bhajanpura, Shahdara, New Delhi",Shahdara,"South Indian, Chinese",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
7150,Ex- Taj Foods,New Delhi,"Main Road, Maujpur, Shahdara, New Delhi",Shahdara,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
7151,Fantasy Pastry Shop,New Delhi,"460, Durga Puri Chowk, Loni Road, Shahdara, New Delhi",Shahdara,"Bakery, Desserts",100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
7152,Gareeb Dhaba,New Delhi,"Bhairon Baba Market, Durgapuri Chowk, Shahdara, New Delhi",Shahdara,Mughlai,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
7153,Hira Lal Sweets,New Delhi,"C1/167, Yamuna Vihar, Shahdara, New Delhi",Shahdara,Mithai,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
7154,Hot & Chilly Point,New Delhi,"1/7219, Shivaji Parak Main Babarpur Road, Near Hanuman Mandir, Shahdara, New Delhi",Shahdara,Chinese,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
7155,Hot Chinese & Fast Food,New Delhi,"1/7274, Gorakh Park, Main Babarpur Road, Near Hanuman Mandir, Shahdara, New Delhi",Shahdara,Chinese,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
7156,Jainco Sweets,New Delhi,"3737, 60 Feet Road, Vishwas Nagar, Shahdara, New Delhi",Shahdara,Mithai,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
7157,Jony Sweets,New Delhi,"1448/50, 100 Feet Road, Durgapur, Shahdara, New Delhi",Shahdara,"Bakery, Desserts",100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
7158,Laxmi Dairy,New Delhi,"1449/55, Lane 6, 100 Fota Road, Shahdara, New Delhi",Shahdara,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
7159,Madras Cafe,New Delhi,"Shop C-1/177, Yamuna Vihar, Shahdara, New Delhi",Shahdara,South Indian,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,3,India
7160,Mehak Restaurant,New Delhi,"136/3 Main Road, Maujpur, Shahdara, New Delhi",Shahdara,"North Indian, South Indian",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
7161,Mr. Gold,New Delhi,"501, Main Road, Bara Bazar, Shahdara, New Delhi",Shahdara,"Bakery, Desserts",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India
7162,New Madras Cafe,New Delhi,"C-3/161-162, Yamuna Vihar, Shahdara, New Delhi",Shahdara,"Street Food, Chinese",250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
7163,Pizza Hub,New Delhi,"Shop 14, Block C-5, Yamuna Vihar, Near Santan Rath Wala Mandir, Shahdara, New Delhi",Shahdara,"Fast Food, Pizza",350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India
7164,Pizza Hub,New Delhi,"D-3/A, North Ghonda, Shahdara, New Delhi",Shahdara,Pizza,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
7165,Prakash Sweets,New Delhi,"Durgapuri Chowk, 100 Feet Road, Shahdara, New Delhi",Shahdara,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
7166,Punjabi Chaska & Rasoi,New Delhi,"C-7, Main Road, Shahdara, New Delhi",Shahdara,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
7167,Sagar,New Delhi,"C 7/254, Yamuna Vihar, Shahdara, New Delhi",Shahdara,"Bakery, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
7168,Sardar A Pure Meat Shop,New Delhi,"C-1, Shahdara, New Delhi",Shahdara,"Raw Meats, Fast Food, North Indian",150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India
7169,South Cafe,New Delhi,"Shop 4/460, Near Durgapuri Chowk, Shahdara, New Delhi",Shahdara,"Fast Food, South Indian",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
7170,Sultan Chicken Corner,New Delhi,"A -1, Loni Road,   Jyoti Colony, Shahdara, New Delhi",Shahdara,Mughlai,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
7171,The AB's Kitchen,New Delhi,"Shop A 1, GTB Enclave, Shahdara, New Delhi",Shahdara,"Chinese, North Indian",350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India
7172,Wah Ji Wah,New Delhi,"366, Main 100 Fret Road, Durgapuri Extension, Shahdara, New Delhi",Shahdara,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
7173,Yum Yum,New Delhi,"Z-21, Naveen Shahdra, Shahdara, New Delhi",Shahdara,"Pizza, Burger, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
7174,Zaika-e-Dilli,New Delhi,"C-9/17, Yamuna Vihar, Shahdara, New Delhi",Shahdara,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India
7175,Anandini - The Tea Room,New Delhi,"10 A, DDA, Near UCO Bank, Shahpur Jat, New Delhi",Shahpur Jat,Tea,500,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,18,India
7176,Slice of Italy,New Delhi,"118, Shahpur Jat, New Delhi",Shahpur Jat,"Italian, Pizza, Bakery",700,Indian Rupees(Rs.),Yes,Yes,No,No,2,2.6,Orange,Average,274,India
7177,The Coffee Garage,New Delhi,"118 B, Shahpur Jat, New Delhi",Shahpur Jat,Cafe,800,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,112,India
7178,The Fashion Street Cafí©,New Delhi,"1st Floor, 43, The Fashion Street, Shahpur Jat, New Delhi",Shahpur Jat,"Cafe, North Indian, Chinese, South Indian",650,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,18,India
7179,Urban Village,New Delhi,"253/2, Shahpur Jat, New Delhi",Shahpur Jat,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,13,India
